name,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
Garden level private room + your own bathroom,Layla,Brooklyn,Bedford-Stuyvesant,40.68003,-73.91701,Private room,50,4,10,2019-05-18,1.06,2,7
"Deluxe Private Bedroom, Near Manhattan NYC",Shahana,Brooklyn,Crown Heights,40.67089,-73.9182,Private room,39,1,81,2019-05-27,2.99,10,220
Beautiful 2 Bedroom suite in Bedford Stuyvesant.,Jacqueline,Brooklyn,Bedford-Stuyvesant,40.68476,-73.95471,Entire home/apt,160,5,59,2019-07-04,2.40,2,243
Charming Greenpoint Gem,Dorothy,Brooklyn,Greenpoint,40.72158,-73.94578,Entire home/apt,175,3,71,2019-06-21,2.67,1,20
Nice  neat  Bedroom  attached by PRIVATE BATHROOM,Jimmy &Cindy,Queens,Flushing,40.75901,-73.81461,Private room,47,3,92,2019-06-16,3.40,10,172
Charming 1 Br apartment minutes from the train,Boris,Queens,Ditmars Steinway,40.77872,-73.90943,Entire home/apt,89,1,0,,,1,0
Brooklyn Bay Ridge area★★明るいお部屋★,Saori,Brooklyn,Bay Ridge,40.63613,-74.02262,Private room,29,1,3,2017-04-10,0.11,2,0
Walk to CENTRAL PARK and TIME SQUARE!!!!,Chris,Manhattan,Midtown,40.76811,-73.98181,Private room,95,3,62,2019-06-13,2.39,3,86
"Comfy room seconds from 2,3,5 trains",Aaron,Brooklyn,Crown Heights,40.67053,-73.94923,Private room,40,5,0,,,2,0
"Spacious & Bright, Full Apt in Astoria/LIC",Trevor,Queens,Long Island City,40.7542,-73.92849,Entire home/apt,145,5,23,2019-06-24,2.15,1,173
Exclusive 2 bedrooms in lovely apartment in Nolita,Laura,Manhattan,Chinatown,40.71816,-73.99538,Private room,90,6,0,,,1,0
Spacious 1-Bedroom Apartment in Greenwich Village,Brian,Manhattan,Greenwich Village,40.73307,-73.99277,Entire home/apt,250,7,1,2017-05-13,0.04,1,0
Private Room in Spacious Central Harlem Apartment,Lynda,Manhattan,Harlem,40.8155,-73.93986,Private room,38,3,1,2018-08-02,0.09,1,0
"Warm home in Woodside, Queens.",Giani,Queens,Maspeth,40.73443,-73.89635,Private room,65,1,7,2019-06-30,0.99,1,309
Cozy Bronx Apt,Sean,Bronx,Tremont,40.84546,-73.89013,Entire home/apt,150,1,43,2019-06-09,1.57,1,179
Spacious quiet garden 1 Br + Sunny Back Yard,Remy,Brooklyn,Sunset Park,40.66194,-73.99138,Entire home/apt,139,3,32,2019-07-01,1.25,2,20
"Spacious, newly renovated LES 1-bedroom apt!",Anabella,Manhattan,Lower East Side,40.72147,-73.98774,Entire home/apt,127,2,3,2017-04-21,0.11,1,0
Sunny and spacious apartment in Greenpoint,Aris,Brooklyn,Greenpoint,40.73223,-73.95786,Entire home/apt,290,10,2,2018-01-01,0.07,2,0
Sunny & Spacious Room Facing Central Park,Christina,Manhattan,Upper West Side,40.79806,-73.96085,Private room,100,2,5,2017-05-01,0.18,1,0
Great location in the heart of Manhattan,Sam,Manhattan,Hell's Kitchen,40.76313,-73.98978,Private room,100,1,216,2019-07-01,8.07,1,43
Sunny apartment close to manhattan,Martha,Brooklyn,Williamsburg,40.70896,-73.95119,Entire home/apt,150,7,0,,,1,0
Cozy Centrally Located Private Room in Bushwhick,Sofia,Brooklyn,Bushwick,40.69107,-73.91134,Private room,65,2,4,2018-05-21,0.15,2,0
Gorgeous One Bedroom in the Heart of Chelsea,Cari,Manhattan,Chelsea,40.74123,-73.99522,Entire home/apt,200,4,45,2019-06-13,1.66,1,49
"Entire Lower Level,Close to All & 15 mins to NYC",Karl,Queens,Middle Village,40.71031,-73.87613,Entire home/apt,100,4,28,2019-06-04,1.06,1,89
Relaxing Brownstone One Bedroom,Paul,Brooklyn,Bedford-Stuyvesant,40.68698,-73.95228,Entire home/apt,148,1,37,2019-06-23,1.44,1,0
Group Friendly * Prospect Park * Close to Trains,Peter,Brooklyn,Prospect Heights,40.67395,-73.96333,Entire home/apt,160,4,115,2019-06-17,4.18,1,80
"Sunny, Beautiful, Upper East Side TRUE One Bedroom",Kristen,Manhattan,Upper East Side,40.78056,-73.95182,Entire home/apt,147,4,9,2019-07-05,0.47,1,7
New York's Cozy House,Seohee,Manhattan,Morningside Heights,40.80972,-73.95774,Entire home/apt,95,2,0,,,2,0
Boho 1 bed apt in BK brownstone with back yard,Maxyne,Brooklyn,Clinton Hill,40.69345,-73.96632,Entire home/apt,130,5,3,2018-05-08,0.12,1,0
"Big, Bright, Tribeca Studio w/ Doorman & Elevator",Lily,Manhattan,Tribeca,40.7181,-74.00984,Entire home/apt,157,2,13,2018-09-23,0.49,1,18
1BR in the heart of UWS,Irving,Manhattan,Upper West Side,40.79416,-73.97044,Private room,95,1,26,2018-07-22,1.04,2,0
Heart of Bushwick Apartment For Coffee Lovers!,Duncan,Brooklyn,Bushwick,40.70127,-73.91764,Entire home/apt,120,2,8,2018-11-25,0.31,1,1
Cute UWS studio off CPW,Amy,Manhattan,Upper West Side,40.79857,-73.96162,Entire home/apt,110,30,9,2019-05-19,0.38,12,161
Spacious and quiet East Village Private Studio,Elsa,Manhattan,East Village,40.72439,-73.97607,Entire home/apt,130,5,2,2019-06-11,1.58,1,363
☆THE village experience!!,Ann,Manhattan,West Village,40.72999,-74.0034,Private room,99,1,0,,,1,0
Quality cozy studio in a quiet neighborhood,Hind,Queens,Middle Village,40.71774,-73.89181,Entire home/apt,90,6,26,2019-07-04,2.70,1,237
New bedroom in a 2 bedroom apartment. Super nice.,Gf,Brooklyn,East Flatbush,40.65694,-73.92728,Private room,138,30,13,2018-04-07,0.48,3,37
East Harlem Studio Apartment,Lynn,Manhattan,East Harlem,40.79424,-73.93495,Entire home/apt,125,1,123,2019-06-22,4.54,1,84
HEART of West Village! Big + Beautiful TRUE 1 BDRM,Cannon,Manhattan,West Village,40.73612,-73.99978,Entire home/apt,395,1,39,2019-06-29,1.43,1,177
Modern spacious apt in Park Slope,Susan,Brooklyn,Park Slope,40.67156,-73.98366,Entire home/apt,100,4,7,2019-06-16,0.46,1,37
Sunny Apartment in Williamsburg,Moran& Ori,Brooklyn,Greenpoint,40.72052,-73.94098,Entire home/apt,150,8,12,2019-01-04,0.44,1,0
Good deal in bohemian East Village,Nicholas,Manhattan,East Village,40.72734,-73.98319,Private room,150,1,16,2019-04-01,1.75,3,0
10 Minutes away from JFK Airport,Kathleen,Brooklyn,Canarsie,40.63716,-73.88654,Entire home/apt,85,2,96,2019-06-22,3.70,1,340
"Beautiful spacious one bedroom, upper east side",Julia,Manhattan,Upper East Side,40.7729,-73.95738,Entire home/apt,115,2,100,2019-06-16,3.67,1,91
"Large, private room in Bushwick close to subways",Tom,Brooklyn,Bushwick,40.69449,-73.91874,Private room,50,2,6,2018-06-12,0.22,1,56
"$0 FEES/Parking/Bkft - ""Little Piece of Heaven""",Carolyn,Queens,Whitestone,40.7824,-73.82144,Private room,45,1,84,2019-07-06,5.35,2,157
Spacious and Bright Two Bedroom,Yaakov,Brooklyn,Crown Heights,40.66491,-73.9544,Entire home/apt,160,3,11,2019-04-24,0.42,2,0
"Cozy, queen sized bedroom in Bed-Stuy",Sophia,Brooklyn,Bedford-Stuyvesant,40.69471,-73.94406,Private room,40,2,24,2019-06-25,0.98,1,1
Nice private room in New York,Jessica,Queens,Jackson Heights,40.75236,-73.89172,Private room,70,3,23,2018-11-05,0.85,1,177
Tropical Getaway in Brooklyn at The Funky Loft,Marcella & Saidat,Brooklyn,Bushwick,40.6974,-73.92487,Private room,80,3,172,2019-06-30,6.37,3,169
Private Room Available in 3BR Apt -Stuyvesant Town,Tom,Manhattan,Stuyvesant Town,40.73117,-73.97616,Private room,55,31,0,,,1,0
"Classic East Village studio, best NYC neighborhood",Emch,Manhattan,East Village,40.73114,-73.98439,Entire home/apt,110,7,6,2019-06-30,0.23,1,52
Sundrenched Cozy Studio With a Huge Private Patio,Lhea,Queens,Long Island City,40.74443,-73.94298,Entire home/apt,225,1,6,2018-09-21,0.22,1,358
"Private home in the heart of Ridgewood, Queens.",Mariann,Queens,Glendale,40.69775,-73.89474,Private room,69,2,2,2017-05-08,0.07,1,0
Cheap Cosy room w/desk quiet area 10mn from JFK,Guelma,Queens,Rosedale,40.65377,-73.73087,Private room,35,15,38,2018-06-24,1.40,5,311
"Cozy bedroom, one block from Subway",Moza,Manhattan,Upper East Side,40.77243,-73.95744,Private room,300,2,10,2017-09-02,0.40,1,0
Luxury High Rise with Huge Private Terrace,Taher,Manhattan,Murray Hill,40.74391,-73.97151,Entire home/apt,350,3,15,2019-06-19,0.55,1,0
Rock star house!,Dee,Brooklyn,Bedford-Stuyvesant,40.69049,-73.95877,Private room,45,2,16,2018-03-31,0.58,1,0
Townhouse on Greene,Nate,Brooklyn,Bedford-Stuyvesant,40.69054,-73.9328,Entire home/apt,150,2,69,2019-07-05,2.86,4,278
"Newly renovated, fully furnished room in Brooklyn",Katie,Brooklyn,Bushwick,40.69974,-73.91935,Private room,10,5,0,,,1,0
和缘特色浪漫房,Emmy,Queens,Flushing,40.75656,-73.80385,Private room,108,1,3,2019-02-20,0.44,4,0
HOME AWAY FROM HOME 4 Guest private,Kevin,Staten Island,West Brighton,40.63168,-74.12316,Private room,89,2,12,2019-06-26,0.43,3,279
Quaint little relaxing room in Astoria,Felecia,Queens,Astoria,40.7711,-73.92579,Private room,70,7,11,2018-12-01,0.42,1,65
"West 86th St, Charming UWS One Bd Serviced Apt-B",Ken,Manhattan,Upper West Side,40.78593,-73.97485,Entire home/apt,210,30,0,,,87,328
UWS studio,David,Manhattan,Upper West Side,40.7902,-73.97568,Entire home/apt,150,7,0,,,1,0
Cozy room in East Williamsburg,Joana,Brooklyn,Williamsburg,40.70824,-73.94379,Private room,55,7,34,2019-06-03,1.26,1,259
"Bedroom in huge apartment, Empire State View",Blake,Brooklyn,Bedford-Stuyvesant,40.68091,-73.95005,Private room,200,1,13,2019-06-23,0.50,2,23
Beautiful & Comfortable Apartment in Brooklyn!,Joseph,Brooklyn,Bensonhurst,40.61901,-74.00045,Entire home/apt,120,3,45,2019-06-16,1.65,1,295
South Bronx-Piano District artist Loft/,Beatrice,Bronx,Port Morris,40.81034,-73.93166,Shared room,165,2,20,2018-10-14,0.85,1,15
"Lower East Side, Bohemian Home, hipster location",Brodii,Manhattan,Lower East Side,40.72036,-73.98458,Private room,155,3,27,2018-10-29,1.11,1,0
Downtown: Two Bridges -Private room&bathroom!,Ei,Manhattan,Chinatown,40.71456,-73.99077,Private room,95,14,3,2018-10-30,0.11,1,28
Awesome Cozy Studio West Village,Saba,Manhattan,West Village,40.73589,-74.00304,Entire home/apt,139,3,29,2019-05-11,1.05,1,0
Upstate Manhattan,Elaina,Manhattan,Inwood,40.86517,-73.92318,Private room,65,1,1,2017-12-28,0.05,1,0
Large Bedroom in 2 Bed Apartment Brighton Beach,Anna,Brooklyn,Brighton Beach,40.58092,-73.96139,Private room,57,1,1,2019-01-16,0.17,4,4
#4 Triple Private  room  20 minutes from Manhattan,Tsotne (Tut),Bronx,Mott Haven,40.81234,-73.91688,Private room,42,5,54,2019-05-19,2.05,4,314
#1 Private comfy Room 20 minutes from  Manhattan,Tsotne (Tut),Bronx,Mott Haven,40.81387,-73.91553,Private room,42,5,17,2018-01-18,0.65,4,23
Perfect for 2 - Heart of the Upper West Side!,Paige,Manhattan,Upper West Side,40.78549,-73.97673,Private room,90,3,4,2017-09-26,0.16,2,0
"Your Very Own Private, Clean Apt. w/ washer &dryer",Ethan,Queens,Rego Park,40.72962,-73.8591,Entire home/apt,69,3,90,2019-07-03,3.25,1,111
"3 BR CLASSIC ON RIVER. Doorman. UWS, dogs ok",Judith,Manhattan,Upper West Side,40.78937,-73.9789,Entire home/apt,376,30,1,2018-05-12,0.07,3,357
"Large, spacious, and comfortable house",Shiva,Bronx,Edenwald,40.88534,-73.83434,Private room,75,1,15,2019-05-28,0.55,1,348
Beautiful large private room in the heart of Soho,Eloise,Manhattan,Chinatown,40.71889,-73.99604,Private room,99,3,3,2017-06-28,0.11,1,0
Heart of Queens 1 ❤️/ Jackson Heights/Elmhurst,Andrea,Queens,Elmhurst,40.74756,-73.88193,Private room,85,1,67,2019-06-19,2.47,3,173
Luxury Room in MANHATTAN with TV,Shah Memo,Manhattan,Harlem,40.82021,-73.95441,Private room,69,2,7,2017-08-07,0.26,3,71
Room Rental in Washington Heights,Nikita,Manhattan,Washington Heights,40.84345,-73.9422,Private room,100,2,0,,,1,0
Great room near Columbia university 71w 107th 哥大附近,Ni,Manhattan,Upper West Side,40.80104,-73.96041,Private room,45,1,0,,,1,0
Jen Apt,Jennifer,Manhattan,SoHo,40.72237,-73.99817,Private room,10,5,2,2017-04-15,0.07,1,0
Penthouse in the Clouds,Marian,Brooklyn,Bushwick,40.69365,-73.9109,Private room,60,7,1,2017-06-16,0.04,1,0
Cozy East Village Room in huge apartment,Nancy,Manhattan,East Village,40.73242,-73.9868,Private room,48,2,33,2019-06-26,1.21,3,42
⭐️Walk + Transit Score 97⭐️8min to Yankee Std⭐️,Seana,Bronx,Concourse,40.82097,-73.92739,Entire home/apt,145,2,76,2019-07-01,3.04,1,139
Nicest Room in Manhattan - Chelsea Beauty,Xavier,Manhattan,Chelsea,40.7503,-74.00473,Private room,57,1,53,2019-06-23,1.92,1,33
NYC Penthouse Open Loft Bedroom & Patio w/ Skyline,Sean,Brooklyn,Crown Heights,40.67686,-73.93032,Private room,85,1,106,2019-06-22,5.58,2,102
Private Room in Cozy East Village Apt,Marina,Manhattan,East Village,40.72286,-73.98025,Private room,100,2,0,,,2,0
《1》法拉盛市中心明亮干净的私人房间,Evelyn,Queens,Flushing,40.76503,-73.83039,Private room,45,1,82,2019-06-17,3.01,2,52
Cozy Private Room in East Village,Marina,Manhattan,East Village,40.72308,-73.97988,Private room,100,2,0,,,2,0
Williamsburg Manhattan Skyline Apartment,Ahmad,Brooklyn,Williamsburg,40.71891,-73.9657,Entire home/apt,250,2,2,2017-04-24,0.07,1,0
Comfy Room in Queens Close to Train Station!,Oscar,Queens,Jackson Heights,40.75214,-73.8584,Private room,40,4,22,2019-05-11,0.86,2,95
"CLASSIC UWS 3BR FAM RIVER, doorman",Judith,Manhattan,Upper West Side,40.78913,-73.98043,Entire home/apt,317,31,0,,,3,82
Charming Suite in Historic Home,David,Staten Island,Stapleton,40.62919,-74.08107,Entire home/apt,70,1,177,2019-06-24,7.12,1,230
Beginning and ending your New York Vacation!,Ezel,Queens,Bayside,40.76169,-73.76813,Private room,70,2,17,2019-06-09,0.63,1,351
Clean and Cozy room in Central Manhattan,Jill,Manhattan,Hell's Kitchen,40.76634,-73.98721,Private room,61,30,3,2018-05-27,0.11,4,160
Spacious Brooklyn Duplex w/ Yard. Minutes from NYC,Guillermo,Brooklyn,Sunset Park,40.66338,-73.99879,Entire home/apt,300,3,86,2019-06-23,3.41,1,269
Charming Clinton Hill One-Bedroom Apartment,Ani,Brooklyn,Clinton Hill,40.6873,-73.966,Entire home/apt,92,10,4,2019-06-13,0.17,1,0
Upper West Side Oasis,Connor,Manhattan,Upper West Side,40.7807,-73.97869,Entire home/apt,200,4,2,2018-01-02,0.08,1,0
Peaceful apt by the central park,Alex,Manhattan,East Harlem,40.78822,-73.94871,Entire home/apt,150,3,102,2019-07-04,3.78,3,222
Warm cozy green house,Careen,Brooklyn,Bushwick,40.68815,-73.91032,Entire home/apt,120,2,76,2019-06-24,2.78,2,270
Single Room in Family Apt,Allison,Manhattan,Morningside Heights,40.81131,-73.9582,Private room,45,1,76,2019-06-09,2.83,2,0
Giant Studio Loft Apt in NYC,Mike,Manhattan,West Village,40.73953,-74.00841,Entire home/apt,170,30,1,2019-04-17,0.36,1,365
Cozy 1 bedroom in Heart of East Village,Eugene,Manhattan,East Village,40.72886,-73.9883,Private room,150,1,0,,,1,0
Room in Bronx Little Italy,Matthew,Bronx,Belmont,40.85311,-73.88763,Private room,29,4,4,2017-08-27,0.15,1,0
Sunny 1 Bedroom Apartment the Heart of SoHo,Tarik,Manhattan,Nolita,40.72261,-73.99348,Entire home/apt,250,2,5,2018-12-30,0.20,1,0
Large 2 bedrooms in Little Italy/Chinatown,Nicolas,Manhattan,Little Italy,40.71794,-73.99955,Entire home/apt,195,4,30,2019-05-22,1.10,1,0
Cute 1 bedroom basement apartment,Maimi,Brooklyn,East Flatbush,40.662,-73.93775,Private room,15,1,2,2017-04-17,0.07,2,0
Adorable Apt - Heart of West Village!,Karly,Manhattan,West Village,40.73272,-74.00356,Entire home/apt,230,2,9,2018-10-07,0.33,1,0
Specious and cozy NYC apartment,Natalia,Manhattan,Harlem,40.81053,-73.94332,Entire home/apt,130,2,23,2019-06-02,0.85,1,14
"温馨舒适双人房,双床,明亮大窗,电梯公寓(两个房间用一个卫生间)",Zheng,Queens,Flushing,40.75607,-73.83202,Private room,78,2,41,2019-07-01,1.53,2,82
Beautiful Blue Paradise! (Brooklyn),Jaye,Brooklyn,Bushwick,40.68823,-73.90825,Private room,53,1,49,2019-06-17,1.86,3,105
Cozy room with stunning view,June,Manhattan,Financial District,40.70743,-74.005,Private room,100,1,11,2019-06-08,0.41,1,0
Hudson River View Near Lincoln Center,Sara,Manhattan,Upper West Side,40.77858,-73.98707,Entire home/apt,150,28,8,2019-02-22,0.31,1,238
Spacious apartment in the heart of Brooklyn,Flo,Brooklyn,Brownsville,40.65935,-73.90279,Entire home/apt,89,2,102,2019-06-20,3.75,1,70
Spacious Financial District Loft - Whole Apartment,Spencer,Manhattan,Financial District,40.70648,-74.01234,Entire home/apt,105,12,4,2017-11-19,0.16,1,0
Brand New Quaint Studio,Rachel,Brooklyn,Crown Heights,40.67523,-73.92326,Entire home/apt,80,7,77,2019-06-05,2.92,3,74
"Clean, private room with private bathroom.",Hiroshi & Yukari,Queens,Flushing,40.75299,-73.8307,Private room,57,1,50,2019-06-30,1.85,1,38
MONTHLY PRICE AND GREAT LOCATION - ASTORIA,Luiza,Queens,Astoria,40.75729,-73.91591,Private room,75,22,37,2019-06-01,1.35,2,69
Beautiful 1 Bedroom apartment in Prime GREENPOINT,Maria,Brooklyn,Greenpoint,40.73354,-73.95728,Entire home/apt,151,1,94,2019-06-09,3.49,2,36
Spacious 2 BR Flat,Hannah,Brooklyn,Clinton Hill,40.69103,-73.96106,Entire home/apt,197,4,7,2017-12-29,0.26,2,0
Cozy 1 bedroom apartment in Queens,Eva,Queens,Maspeth,40.72736,-73.89659,Entire home/apt,100,2,87,2019-07-06,3.19,1,245
Lovely Quiet Room w private kitchen in Brownstone,Petra,Brooklyn,Crown Heights,40.67694,-73.95462,Private room,88,2,55,2019-06-25,2.07,1,282
Cozy Private Bedroom in a Bed-Stuy Loft,Ella,Brooklyn,Bedford-Stuyvesant,40.69025,-73.95891,Private room,60,4,2,2017-08-26,0.08,1,0
Amazing Columbus Circle 3 Bedroom,Emily,Manhattan,Upper West Side,40.76876,-73.98359,Entire home/apt,375,3,76,2019-06-23,2.89,1,301
Private Room in a beautiful apartment!,Javier & Alejandra,Brooklyn,Bedford-Stuyvesant,40.69288,-73.93285,Private room,45,1,0,,,1,7
Very quiet apt. on tree-lined West Chelsea street,Matthew,Manhattan,Chelsea,40.74423,-74.00111,Entire home/apt,95,1,105,2019-07-01,3.87,1,98
Lovely Bedroom Suite with Private Entrance,Beebe,Brooklyn,Bedford-Stuyvesant,40.68295,-73.92536,Entire home/apt,82,2,134,2019-06-21,4.93,2,238
Private Room in quite Elmhurst,Kathy,Queens,Elmhurst,40.73481,-73.88051,Private room,50,3,0,,,1,0
"Huge room 25 min to manhattan. L,M,J,Z train.",Alex,Brooklyn,Bushwick,40.69045,-73.91507,Private room,40,2,12,2017-10-07,0.44,2,281
"1BR near Mt Sinai, Columbia, Cent Pk. Must See!",Zach,Manhattan,East Harlem,40.7972,-73.94749,Private room,45,28,1,2017-07-02,0.04,2,147
Simple Brooklyn Apartment,Steven-Jon,Brooklyn,Flatbush,40.63684,-73.95693,Private room,60,2,17,2018-10-21,0.72,1,9
"Quiet, tranquil room in the middle of everything!",Greg,Manhattan,Chelsea,40.74701,-73.9914,Private room,105,1,132,2019-06-22,4.81,4,103
Beautiful sunny bedroom in historic Park Slope,Raquel,Brooklyn,Park Slope,40.67158,-73.97472,Private room,159,1,73,2019-06-16,2.69,1,166
Sunny LES 1 bedroom w Roof Deck,Mary,Manhattan,Lower East Side,40.72054,-73.98471,Entire home/apt,208,3,4,2017-05-07,0.15,1,0
Downtown HighRise Luxury Building!,Camilo,Manhattan,Financial District,40.70732,-74.01451,Private room,105,2,18,2018-08-16,0.65,1,95
HOTEL ROOM LIKE WITH AFFORDABLE RATE!!!   “C”,Viviana,Queens,Woodhaven,40.68655,-73.86491,Private room,69,3,48,2019-06-08,1.80,9,332
"Beautiful + Large Astoria Space, Amazing Location",Brittany,Queens,Astoria,40.76266,-73.91992,Entire home/apt,250,2,0,,,1,0
Bushwick's Private Modern Space,Marlene,Brooklyn,Bushwick,40.68824,-73.91567,Entire home/apt,100,2,111,2019-06-18,4.12,2,10
Airy one bedroom in Crown Heights,Leigh,Brooklyn,Crown Heights,40.67544,-73.95655,Entire home/apt,80,5,1,2017-04-28,0.04,1,0
Sun Filled room in New Building,Brendan,Brooklyn,Bushwick,40.69892,-73.9302,Private room,72,1,4,2019-05-28,1.82,1,180
Spacious Private Room in Nolita,Alan,Manhattan,Chinatown,40.71866,-73.99633,Private room,120,3,1,2017-05-21,0.04,1,0
#3 Private  Quadruple  Room  20mnts from Manhattan,Tsotne (Tut),Bronx,Mott Haven,40.81217,-73.91777,Private room,41,5,21,2019-06-20,0.78,4,334
Luxury Studio Williamsburg,Minchul,Brooklyn,Williamsburg,40.71815,-73.95519,Entire home/apt,250,14,0,,,1,83
Cozy and Quiet Crown Heights - Washer/Dryer,Benjamin,Brooklyn,Crown Heights,40.66914,-73.95333,Private room,50,6,20,2019-06-07,0.74,1,78
Chelsea Haven--Summer Sublet,Anne Marie,Manhattan,Chelsea,40.74686,-74.0043,Entire home/apt,134,3,1,2017-08-12,0.04,1,0
2 Bedroom & garden-South Park Slope,Rosa,Brooklyn,Sunset Park,40.66443,-73.99348,Entire home/apt,150,5,2,2017-09-16,0.08,3,179
Victorian Film location,Alissa,Staten Island,Randall Manor,40.63952,-74.0973,Entire home/apt,5000,1,0,,,1,344
Gorgeous 4 bedroom  Duplex 15 min from Soho,Emmanuel,Brooklyn,Bedford-Stuyvesant,40.69424,-73.9385,Entire home/apt,300,2,95,2019-06-17,3.51,2,229
Oasis in Harlem,Heather,Manhattan,Harlem,40.81321,-73.94556,Entire home/apt,150,4,16,2019-06-25,0.65,1,12
Comfortable Room near Columbia University,Laura,Manhattan,Harlem,40.80674,-73.95616,Private room,60,5,1,2017-08-12,0.04,1,0
Private room in beatiful sunny apt in Crown Height,Alexander,Brooklyn,Crown Heights,40.66994,-73.9315,Private room,45,2,12,2019-06-30,0.46,1,32
Cozy bedroom near Lincoln Center / UWS,David,Manhattan,Upper West Side,40.77317,-73.98895,Private room,67,1,0,,,1,0
Airy studio in south Park Slope,Ivan,Brooklyn,Gowanus,40.66926,-73.991,Entire home/apt,142,1,8,2017-06-04,0.29,1,0
Charming Cozy Room in Harlem,Irie,Manhattan,Harlem,40.81064,-73.94405,Private room,67,2,28,2019-07-03,1.04,2,132
Sunny room with private terrace in Sunnyside,M&A New York,Queens,Sunnyside,40.74238,-73.91783,Private room,69,3,21,2019-05-20,0.78,1,177
Huge Room with a Private Bathroom,Umut Can,Queens,Sunnyside,40.74385,-73.91403,Private room,95,2,36,2018-09-11,1.37,1,0
Unique Multi-level 1 bedroom Apt,Terence,Manhattan,Upper East Side,40.76246,-73.95985,Entire home/apt,195,1,3,2017-06-11,0.11,1,0
"@Ferry,2Bedroom/3beds.Private,Renovated/Stylish...",Dine,Staten Island,St. George,40.64425,-74.08056,Entire home/apt,72,4,97,2019-06-26,3.71,6,152
5br Duplex. @ Ferry!  Water&City Views!,Dine,Staten Island,St. George,40.64605,-74.07897,Entire home/apt,289,4,2,2018-07-25,0.16,6,230
